,ID,hatzvara_quality,in_building_quality,staying,Identification,profession,number_of_buildings,geo_buildings,geo_buildings_new,geo_buildings_assessment_summary
900,TZ900,medium,medium,6_t0_10,אבוטבול,נהג,3,"['POLYGON ((34.7575058 32.0567837, 34.7575968 32.0568306, 34.7576655 32.0567348, 34.7575746 32.0566879, 34.7575058 32.0567837))', 'POLYGON ((34.757441 32.045866, 34.757485 32.0459731, 34.757753 32.0458939, 34.757709 32.0457868, 34.757441 32.045866))', 'POLYGON ((34.757475 32.051751, 34.7573792 32.0515296, 34.7576973 32.0513329, 34.7578654 32.0514742, 34.757475 32.051751))']","[['POLYGON ((34.7575058 32.0567837, 34.7575968 32.0568306, 34.7576655 32.0567348, 34.7575746 32.0566879, 34.7575058 32.0567837))', 'unknown'], ['POLYGON ((34.757441 32.045866, 34.757485 32.0459731, 34.757753 32.0458939, 34.757709 32.0457868, 34.757441 32.045866))', 'unknown'], ['POLYGON ((34.757475 32.051751, 34.7573792 32.0515296, 34.7576973 32.0513329, 34.7578654 32.0514742, 34.757475 32.051751))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
901,TZ901,low,medium,0_to_1,גרדה,עובד ציבור,3,"['POLYGON ((34.7575993 32.0472031, 34.7576933 32.047168, 34.7576546 32.0470935, 34.7577596 32.0470543, 34.7576629 32.0468682, 34.7575923 32.0468945, 34.7575747 32.0468607, 34.7574463 32.0469087, 34.7575993 32.0472031))', 'POLYGON ((34.757516 32.0491264, 34.7574498 32.0490225, 34.7574768 32.0489373, 34.757771 32.0488105, 34.7578348 32.0489227, 34.7576264 32.0489871, 34.7576754 32.0490765, 34.757516 32.0491264))', 'POLYGON ((34.7576771 32.0414054, 34.7575287 32.0414467, 34.7575883 32.0416007, 34.7577368 32.0415594, 34.7576771 32.0414054))']","[['POLYGON ((34.7575993 32.0472031, 34.7576933 32.047168, 34.7576546 32.0470935, 34.7577596 32.0470543, 34.7576629 32.0468682, 34.7575923 32.0468945, 34.7575747 32.0468607, 34.7574463 32.0469087, 34.7575993 32.0472031))', 'unknown'], ['POLYGON ((34.757516 32.0491264, 34.7574498 32.0490225, 34.7574768 32.0489373, 34.757771 32.0488105, 34.7578348 32.0489227, 34.7576264 32.0489871, 34.7576754 32.0490765, 34.757516 32.0491264))', 'unknown'], ['POLYGON ((34.7576771 32.0414054, 34.7575287 32.0414467, 34.7575883 32.0416007, 34.7577368 32.0415594, 34.7576771 32.0414054))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
902,TZ902,low,medium,3_to_6,לוי,חינוך,1,"['POLYGON ((34.757906 32.0503852, 34.7573876 32.0504299, 34.7574019 32.050549, 34.7578105 32.0505137, 34.7578066 32.0504808, 34.7579164 32.0504713, 34.757906 32.0503852))']","[['POLYGON ((34.757906 32.0503852, 34.7573876 32.0504299, 34.7574019 32.050549, 34.7578105 32.0505137, 34.7578066 32.0504808, 34.7579164 32.0504713, 34.757906 32.0503852))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
903,TZ903,low,medium,10+,מימון,חינוך,3,"['POLYGON ((34.7574969 32.0480548, 34.757568 32.0481577, 34.7575999 32.0481484, 34.7576379 32.0482554, 34.7577494 32.0482461, 34.7577176 32.0479915, 34.7576746 32.0479613, 34.7574969 32.0480548))', 'POLYGON ((34.7575395 32.0559716, 34.7576857 32.0560717, 34.757793 32.0559593, 34.7576468 32.0558591, 34.7575395 32.0559716))', 'POLYGON ((34.7575948 32.033562, 34.7577837 32.0335314, 34.7577402 32.0333388, 34.7575514 32.0333694, 34.7575948 32.033562))']","[['POLYGON ((34.7574969 32.0480548, 34.757568 32.0481577, 34.7575999 32.0481484, 34.7576379 32.0482554, 34.7577494 32.0482461, 34.7577176 32.0479915, 34.7576746 32.0479613, 34.7574969 32.0480548))', 'unknown'], ['POLYGON ((34.7575395 32.0559716, 34.7576857 32.0560717, 34.757793 32.0559593, 34.7576468 32.0558591, 34.7575395 32.0559716))', 'unknown'], ['POLYGON ((34.7575948 32.033562, 34.7577837 32.0335314, 34.7577402 32.0333388, 34.7575514 32.0333694, 34.7575948 32.033562))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
904,TZ904,low,medium,10+,אבוטבול,מלצר,3,"['POLYGON ((34.7575168 32.053922, 34.7579156 32.0537353, 34.7576723 32.053595, 34.7574707 32.0538402, 34.7575168 32.053922))', 'POLYGON ((34.7571232 32.0407647, 34.7582174 32.0404824, 34.7582504 32.0405744, 34.7571562 32.0408567, 34.7571232 32.0407647))', 'POLYGON ((34.7576808 32.0487116, 34.7575668 32.048511, 34.7576612 32.0484809, 34.7576955 32.0485516, 34.7577789 32.048536, 34.7578083 32.0486503, 34.7576808 32.0487116))']","[['POLYGON ((34.7575168 32.053922, 34.7579156 32.0537353, 34.7576723 32.053595, 34.7574707 32.0538402, 34.7575168 32.053922))', 'unknown'], ['POLYGON ((34.7571232 32.0407647, 34.7582174 32.0404824, 34.7582504 32.0405744, 34.7571562 32.0408567, 34.7571232 32.0407647))', 'unknown'], ['POLYGON ((34.7576808 32.0487116, 34.7575668 32.048511, 34.7576612 32.0484809, 34.7576955 32.0485516, 34.7577789 32.048536, 34.7578083 32.0486503, 34.7576808 32.0487116))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
905,TZ905,high,medium,10+,סולומון,עובד ציבור,3,"['POLYGON ((34.7576974 32.0547961, 34.7573534 32.0545606, 34.7575027 32.0544148, 34.7577256 32.0545164, 34.7579944 32.0545137, 34.7579944 32.0547027, 34.7576974 32.0547961))', 'POLYGON ((34.7577699 32.054388, 34.7576945 32.054388, 34.757607 32.0543405, 34.7577281 32.0542085, 34.757779 32.0542232, 34.7577699 32.054388))', 'POLYGON ((34.7577543 32.0483458, 34.7576661 32.0483565, 34.7576906 32.048502, 34.7577789 32.0484913, 34.7577543 32.0483458))']","[['POLYGON ((34.7576974 32.0547961, 34.7573534 32.0545606, 34.7575027 32.0544148, 34.7577256 32.0545164, 34.7579944 32.0545137, 34.7579944 32.0547027, 34.7576974 32.0547961))', 'unknown'], ['POLYGON ((34.7577699 32.054388, 34.7576945 32.054388, 34.757607 32.0543405, 34.7577281 32.0542085, 34.757779 32.0542232, 34.7577699 32.054388))', 'unknown'], ['POLYGON ((34.7577543 32.0483458, 34.7576661 32.0483565, 34.7576906 32.048502, 34.7577789 32.0484913, 34.7577543 32.0483458))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
906,TZ906,high,medium,3_to_6,סולומון,נהג,1,"['POLYGON ((34.7576068 32.0492906, 34.7579245 32.0491886, 34.7578642 32.0490536, 34.7575465 32.0491556, 34.7576068 32.0492906))']","[['POLYGON ((34.7576068 32.0492906, 34.7579245 32.0491886, 34.7578642 32.0490536, 34.7575465 32.0491556, 34.7576068 32.0492906))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
907,TZ907,low,high,6_t0_10,מימון,עובד ציבור,1,"['POLYGON ((34.7579011 32.0412327, 34.757809 32.0409948, 34.7575737 32.0410603, 34.7576658 32.0412981, 34.7579011 32.0412327))']","[['POLYGON ((34.7579011 32.0412327, 34.757809 32.0409948, 34.7575737 32.0410603, 34.7576658 32.0412981, 34.7579011 32.0412327))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
908,TZ908,low,low,3_to_6,מימון,רופא,3,"['POLYGON ((34.7575542 32.0532484, 34.7574448 32.0531691, 34.7576651 32.0529373, 34.7578364 32.0530691, 34.7580048 32.0533875, 34.7578234 32.0534559, 34.7577169 32.053224, 34.7576089 32.0532143, 34.7575542 32.0532484))', 'POLYGON ((34.7576769 32.0466083, 34.7578518 32.0465848, 34.7578312 32.0464746, 34.7576562 32.0464981, 34.7576769 32.0466083))', 'POLYGON ((34.7577041 32.0473751, 34.7578365 32.0473533, 34.7578169 32.0472296, 34.7576894 32.0472795, 34.7577041 32.0473751))']","[['POLYGON ((34.7575542 32.0532484, 34.7574448 32.0531691, 34.7576651 32.0529373, 34.7578364 32.0530691, 34.7580048 32.0533875, 34.7578234 32.0534559, 34.7577169 32.053224, 34.7576089 32.0532143, 34.7575542 32.0532484))', 'unknown'], ['POLYGON ((34.7576769 32.0466083, 34.7578518 32.0465848, 34.7578312 32.0464746, 34.7576562 32.0464981, 34.7576769 32.0466083))', 'unknown'], ['POLYGON ((34.7577041 32.0473751, 34.7578365 32.0473533, 34.7578169 32.0472296, 34.7576894 32.0472795, 34.7577041 32.0473751))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
909,TZ909,low,low,3_to_6,אבוטבול,עובד ציבור,1,"['POLYGON ((34.7576582 32.049409, 34.7579108 32.049328, 34.7578739 32.0492454, 34.7576213 32.0493265, 34.7576582 32.049409))']","[['POLYGON ((34.7576582 32.049409, 34.7579108 32.049328, 34.7578739 32.0492454, 34.7576213 32.0493265, 34.7576582 32.049409))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
910,TZ910,high,high,6_t0_10,גרדה,מלצר,2,"['POLYGON ((34.7578884 32.0401531, 34.7579623 32.0403385, 34.7576906 32.0404163, 34.7576168 32.0402309, 34.7578884 32.0401531))', 'POLYGON ((34.7576452 32.0520997, 34.7575231 32.0518398, 34.7579277 32.0515233, 34.758108 32.0516617, 34.7576452 32.0520997))']","[['POLYGON ((34.7578884 32.0401531, 34.7579623 32.0403385, 34.7576906 32.0404163, 34.7576168 32.0402309, 34.7578884 32.0401531))', 'unknown'], ['POLYGON ((34.7576452 32.0520997, 34.7575231 32.0518398, 34.7579277 32.0515233, 34.758108 32.0516617, 34.7576452 32.0520997))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
911,TZ911,high,low,3_to_6,מימון,מלצר,2,"['POLYGON ((34.7579284 32.0554468, 34.7577142 32.0555329, 34.757662 32.0554165, 34.7577499 32.0553071, 34.7577197 32.0552559, 34.757802 32.0552257, 34.7578707 32.0552513, 34.7579284 32.0554468))', 'POLYGON ((34.7577522 32.0477882, 34.7577219 32.0476234, 34.7577442 32.0476204, 34.7577046 32.0474046, 34.7578126 32.0473904, 34.757826 32.0474635, 34.7578589 32.0474591, 34.7578771 32.0475583, 34.7578447 32.0475626, 34.7578542 32.0476145, 34.757889 32.0476099, 34.7579177 32.0477664, 34.7577522 32.0477882))']","[['POLYGON ((34.7579284 32.0554468, 34.7577142 32.0555329, 34.757662 32.0554165, 34.7577499 32.0553071, 34.7577197 32.0552559, 34.757802 32.0552257, 34.7578707 32.0552513, 34.7579284 32.0554468))', 'unknown'], ['POLYGON ((34.7577522 32.0477882, 34.7577219 32.0476234, 34.7577442 32.0476204, 34.7577046 32.0474046, 34.7578126 32.0473904, 34.757826 32.0474635, 34.7578589 32.0474591, 34.7578771 32.0475583, 34.7578447 32.0475626, 34.7578542 32.0476145, 34.757889 32.0476099, 34.7579177 32.0477664, 34.7577522 32.0477882))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
912,TZ912,medium,low,0_to_1,גרדה,נהג,3,"['POLYGON ((34.7577406 32.045661, 34.7577749 32.0457542, 34.7578667 32.0457299, 34.7578323 32.0456367, 34.7577406 32.045661))', 'POLYGON ((34.7577744 32.0415505, 34.7579012 32.0415152, 34.7578378 32.0413516, 34.757711 32.0413869, 34.7577744 32.0415505))', 'POLYGON ((34.7578206 32.0345252, 34.7579543 32.0345036, 34.7578312 32.0339579, 34.7576976 32.0339796, 34.7578206 32.0345252))']","[['POLYGON ((34.7577406 32.045661, 34.7577749 32.0457542, 34.7578667 32.0457299, 34.7578323 32.0456367, 34.7577406 32.045661))', 'unknown'], ['POLYGON ((34.7577744 32.0415505, 34.7579012 32.0415152, 34.7578378 32.0413516, 34.757711 32.0413869, 34.7577744 32.0415505))', 'unknown'], ['POLYGON ((34.7578206 32.0345252, 34.7579543 32.0345036, 34.7578312 32.0339579, 34.7576976 32.0339796, 34.7578206 32.0345252))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
913,TZ913,low,medium,1_to_3,סולומון,עובד ציבור,2,"['POLYGON ((34.7577159 32.0452547, 34.757941 32.0452562, 34.7579399 32.0453701, 34.7577148 32.0453685, 34.7577159 32.0452547))', 'POLYGON ((34.7576876 32.0541143, 34.7575777 32.0539607, 34.7580297 32.0537813, 34.7580256 32.0539797, 34.7576876 32.0541143))']","[['POLYGON ((34.7577159 32.0452547, 34.757941 32.0452562, 34.7579399 32.0453701, 34.7577148 32.0453685, 34.7577159 32.0452547))', 'unknown'], ['POLYGON ((34.7576876 32.0541143, 34.7575777 32.0539607, 34.7580297 32.0537813, 34.7580256 32.0539797, 34.7576876 32.0541143))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
914,TZ914,high,medium,3_to_6,גרדה,הייטק,1,"['POLYGON ((34.7577042 32.0565657, 34.757832 32.0566333, 34.7579563 32.0564645, 34.7578285 32.0563969, 34.7577042 32.0565657))']","[['POLYGON ((34.7577042 32.0565657, 34.757832 32.0566333, 34.7579563 32.0564645, 34.7578285 32.0563969, 34.7577042 32.0565657))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
915,TZ915,low,low,10+,סולומון,הייטק,1,"['POLYGON ((34.75776 32.0436647, 34.7578127 32.0438162, 34.7579035 32.0437935, 34.7578508 32.043642, 34.75776 32.0436647))']","[['POLYGON ((34.75776 32.0436647, 34.7578127 32.0438162, 34.7579035 32.0437935, 34.7578508 32.043642, 34.75776 32.0436647))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
916,TZ916,low,medium,10+,לוי,רופא,3,"['POLYGON ((34.7576566 32.035935, 34.757659 32.0357258, 34.7578025 32.0357269, 34.7578042 32.0355791, 34.7580048 32.0355807, 34.7580018 32.0358361, 34.7578189 32.0358346, 34.7578177 32.0359363, 34.7576566 32.035935))', 'POLYGON ((34.7577905 32.0561981, 34.7579309 32.0562445, 34.7579 32.0563115, 34.7577596 32.056265, 34.7577905 32.0561981))', 'POLYGON ((34.7577637 32.049619, 34.7576926 32.0494485, 34.7578447 32.0494189, 34.7578382 32.0493789, 34.7579391 32.0493575, 34.7579559 32.0494216, 34.7579065 32.049434, 34.7579197 32.049493, 34.757996 32.0494882, 34.7580103 32.0495819, 34.7577637 32.049619))']","[['POLYGON ((34.7576566 32.035935, 34.757659 32.0357258, 34.7578025 32.0357269, 34.7578042 32.0355791, 34.7580048 32.0355807, 34.7580018 32.0358361, 34.7578189 32.0358346, 34.7578177 32.0359363, 34.7576566 32.035935))', 'unknown'], ['POLYGON ((34.7577905 32.0561981, 34.7579309 32.0562445, 34.7579 32.0563115, 34.7577596 32.056265, 34.7577905 32.0561981))', 'unknown'], ['POLYGON ((34.7577637 32.049619, 34.7576926 32.0494485, 34.7578447 32.0494189, 34.7578382 32.0493789, 34.7579391 32.0493575, 34.7579559 32.0494216, 34.7579065 32.049434, 34.7579197 32.049493, 34.757996 32.0494882, 34.7580103 32.0495819, 34.7577637 32.049619))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
917,TZ917,medium,medium,3_to_6,לוי,רופא,3,"['POLYGON ((34.7580162 32.0556283, 34.7579394 32.0554794, 34.7577089 32.0555648, 34.7577857 32.0557138, 34.7580162 32.0556283))', 'POLYGON ((34.7578188 32.04171, 34.7579669 32.0416688, 34.7579245 32.0415595, 34.7577764 32.0416007, 34.7578188 32.04171))', 'POLYGON ((34.7580981 32.0506526, 34.7580319 32.0504952, 34.7579569 32.0504868, 34.7576446 32.0507051, 34.7577758 32.0508551, 34.7580981 32.0506526))']","[['POLYGON ((34.7580162 32.0556283, 34.7579394 32.0554794, 34.7577089 32.0555648, 34.7577857 32.0557138, 34.7580162 32.0556283))', 'unknown'], ['POLYGON ((34.7578188 32.04171, 34.7579669 32.0416688, 34.7579245 32.0415595, 34.7577764 32.0416007, 34.7578188 32.04171))', 'unknown'], ['POLYGON ((34.7580981 32.0506526, 34.7580319 32.0504952, 34.7579569 32.0504868, 34.7576446 32.0507051, 34.7577758 32.0508551, 34.7580981 32.0506526))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
918,TZ918,low,high,10+,כהן,נהג,3,"['POLYGON ((34.7579095 32.0526514, 34.7576888 32.0528866, 34.757845 32.0530168, 34.7580511 32.052951, 34.7579731 32.0528697, 34.7580261 32.0528146, 34.7579739 32.0526604, 34.7579409 32.0526683, 34.7579095 32.0526514))', 'POLYGON ((34.7576945 32.0512399, 34.7575223 32.051101, 34.7581238 32.0507218, 34.7582211 32.0508984, 34.7576945 32.0512399))', 'POLYGON ((34.758034 32.0570191, 34.7577226 32.0568866, 34.7578203 32.0567217, 34.7579016 32.0567563, 34.7578522 32.0568397, 34.7580823 32.0569376, 34.758034 32.0570191))']","[['POLYGON ((34.7579095 32.0526514, 34.7576888 32.0528866, 34.757845 32.0530168, 34.7580511 32.052951, 34.7579731 32.0528697, 34.7580261 32.0528146, 34.7579739 32.0526604, 34.7579409 32.0526683, 34.7579095 32.0526514))', 'unknown'], ['POLYGON ((34.7576945 32.0512399, 34.7575223 32.051101, 34.7581238 32.0507218, 34.7582211 32.0508984, 34.7576945 32.0512399))', 'unknown'], ['POLYGON ((34.758034 32.0570191, 34.7577226 32.0568866, 34.7578203 32.0567217, 34.7579016 32.0567563, 34.7578522 32.0568397, 34.7580823 32.0569376, 34.758034 32.0570191))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
919,TZ919,low,medium,6_t0_10,כהן,נגר,2,"['POLYGON ((34.7578253 32.0335202, 34.7579947 32.0334927, 34.7579542 32.0333132, 34.7577848 32.0333406, 34.7578253 32.0335202))', 'POLYGON ((34.7578006 32.0497991, 34.7578218 32.0498857, 34.757989 32.0498564, 34.7579679 32.0497697, 34.7578006 32.0497991))']","[['POLYGON ((34.7578253 32.0335202, 34.7579947 32.0334927, 34.7579542 32.0333132, 34.7577848 32.0333406, 34.7578253 32.0335202))', 'unknown'], ['POLYGON ((34.7578006 32.0497991, 34.7578218 32.0498857, 34.757989 32.0498564, 34.7579679 32.0497697, 34.7578006 32.0497991))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
920,TZ920,high,low,3_to_6,גרדה,רופא,3,"['POLYGON ((34.757992 32.0544224, 34.7579977 32.0543325, 34.7578104 32.0543239, 34.7578047 32.0544138, 34.757992 32.0544224))', 'POLYGON ((34.7577551 32.0548314, 34.7578137 32.0549635, 34.75805 32.0548882, 34.7579914 32.0547561, 34.7577551 32.0548314))', 'POLYGON ((34.7579751 32.0466157, 34.7579627 32.0465494, 34.7578745 32.0465613, 34.7578869 32.0466275, 34.7579751 32.0466157))']","[['POLYGON ((34.757992 32.0544224, 34.7579977 32.0543325, 34.7578104 32.0543239, 34.7578047 32.0544138, 34.757992 32.0544224))', 'unknown'], ['POLYGON ((34.7577551 32.0548314, 34.7578137 32.0549635, 34.75805 32.0548882, 34.7579914 32.0547561, 34.7577551 32.0548314))', 'unknown'], ['POLYGON ((34.7579751 32.0466157, 34.7579627 32.0465494, 34.7578745 32.0465613, 34.7578869 32.0466275, 34.7579751 32.0466157))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
921,TZ921,high,high,3_to_6,כהן,חינוך,2,"['POLYGON ((34.757823 32.0542697, 34.757826 32.0541161, 34.7579991 32.0540342, 34.7580296 32.0540393, 34.7580154 32.0542525, 34.7578861 32.0542464, 34.7578861 32.0542689, 34.757823 32.0542697))', 'POLYGON ((34.7580852 32.0479017, 34.757787 32.0479341, 34.7578081 32.0480741, 34.7581063 32.0480417, 34.7580852 32.0479017))']","[['POLYGON ((34.757823 32.0542697, 34.757826 32.0541161, 34.7579991 32.0540342, 34.7580296 32.0540393, 34.7580154 32.0542525, 34.7578861 32.0542464, 34.7578861 32.0542689, 34.757823 32.0542697))', 'unknown'], ['POLYGON ((34.7580852 32.0479017, 34.757787 32.0479341, 34.7578081 32.0480741, 34.7581063 32.0480417, 34.7580852 32.0479017))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
922,TZ922,low,low,1_to_3,לוי,הייטק,1,"['POLYGON ((34.7578737 32.0478549, 34.758082 32.0478312, 34.7580455 32.0476003, 34.7579809 32.0471928, 34.7578459 32.0472082, 34.757911 32.0476195, 34.7579709 32.0476127, 34.757983 32.0476887, 34.7579415 32.0476934, 34.7579512 32.0477551, 34.7579851 32.0477512, 34.7579929 32.0478005, 34.7578673 32.0478148, 34.7578737 32.0478549))']","[['POLYGON ((34.7578737 32.0478549, 34.758082 32.0478312, 34.7580455 32.0476003, 34.7579809 32.0471928, 34.7578459 32.0472082, 34.757911 32.0476195, 34.7579709 32.0476127, 34.757983 32.0476887, 34.7579415 32.0476934, 34.7579512 32.0477551, 34.7579851 32.0477512, 34.7579929 32.0478005, 34.7578673 32.0478148, 34.7578737 32.0478549))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
923,TZ923,high,low,3_to_6,גרדה,עובד ציבור,3,"['POLYGON ((34.7580852 32.0480722, 34.7578338 32.0481001, 34.7578462 32.0481804, 34.7580976 32.0481525, 34.7580852 32.0480722))', 'POLYGON ((34.7580366 32.0414788, 34.7580057 32.041399, 34.7578991 32.0414287, 34.7579301 32.0415085, 34.7580366 32.0414788))', 'POLYGON ((34.7579622 32.0351245, 34.7580854 32.0351054, 34.7579791 32.0346148, 34.7578559 32.034634, 34.7579622 32.0351245))']","[['POLYGON ((34.7580852 32.0480722, 34.7578338 32.0481001, 34.7578462 32.0481804, 34.7580976 32.0481525, 34.7580852 32.0480722))', 'unknown'], ['POLYGON ((34.7580366 32.0414788, 34.7580057 32.041399, 34.7578991 32.0414287, 34.7579301 32.0415085, 34.7580366 32.0414788))', 'unknown'], ['POLYGON ((34.7579622 32.0351245, 34.7580854 32.0351054, 34.7579791 32.0346148, 34.7578559 32.034634, 34.7579622 32.0351245))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
924,TZ924,medium,medium,10+,אבוטבול,חינוך,3,"['POLYGON ((34.7581502 32.0574383, 34.7581288 32.057342, 34.7576343 32.0571359, 34.757665 32.0570577, 34.7582518 32.0573069, 34.7582665 32.0574338, 34.7581502 32.0574383))', 'POLYGON ((34.7579316 32.0440473, 34.7580953 32.0439946, 34.7580319 32.043853, 34.7578682 32.0439056, 34.7579316 32.0440473))', 'POLYGON ((34.7577696 32.0487481, 34.7581522 32.0485808, 34.7581742 32.0486889, 34.7578273 32.0488333, 34.7577696 32.0487481))']","[['POLYGON ((34.7581502 32.0574383, 34.7581288 32.057342, 34.7576343 32.0571359, 34.757665 32.0570577, 34.7582518 32.0573069, 34.7582665 32.0574338, 34.7581502 32.0574383))', 'unknown'], ['POLYGON ((34.7579316 32.0440473, 34.7580953 32.0439946, 34.7580319 32.043853, 34.7578682 32.0439056, 34.7579316 32.0440473))', 'unknown'], ['POLYGON ((34.7577696 32.0487481, 34.7581522 32.0485808, 34.7581742 32.0486889, 34.7578273 32.0488333, 34.7577696 32.0487481))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
925,TZ925,medium,low,6_t0_10,כהן,נגר,3,"['POLYGON ((34.7582793 32.038149, 34.7583176 32.038261, 34.7577077 32.0384107, 34.7576695 32.0382987, 34.7582793 32.038149))', 'POLYGON ((34.7578771 32.0486189, 34.7581649 32.0484969, 34.7581112 32.0481824, 34.7580002 32.0481942, 34.7580418 32.0484734, 34.7579448 32.0485131, 34.7579361 32.0484352, 34.7579604 32.0484352, 34.7579222 32.0482412, 34.7578234 32.0482559, 34.7578771 32.0486189))', 'POLYGON ((34.7576931 32.0338949, 34.7583514 32.0337882, 34.7583252 32.033672, 34.7576669 32.0337787, 34.7576931 32.0338949))']","[['POLYGON ((34.7582793 32.038149, 34.7583176 32.038261, 34.7577077 32.0384107, 34.7576695 32.0382987, 34.7582793 32.038149))', 'unknown'], ['POLYGON ((34.7578771 32.0486189, 34.7581649 32.0484969, 34.7581112 32.0481824, 34.7580002 32.0481942, 34.7580418 32.0484734, 34.7579448 32.0485131, 34.7579361 32.0484352, 34.7579604 32.0484352, 34.7579222 32.0482412, 34.7578234 32.0482559, 34.7578771 32.0486189))', 'unknown'], ['POLYGON ((34.7576931 32.0338949, 34.7583514 32.0337882, 34.7583252 32.033672, 34.7576669 32.0337787, 34.7576931 32.0338949))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
